timestamp,value
2024-06-06T00:00:00.000Z,122957
2024-06-07T00:00:00.000Z,102589
2024-06-08T00:00:00.000Z,81821
2024-06-09T00:00:00.000Z,74055
2024-06-10T00:00:00.000Z,116555
2024-06-11T00:00:00.000Z,103454
2024-06-12T00:00:00.000Z,112042
2024-06-13T00:00:00.000Z,102214
2024-06-14T00:00:00.000Z,105110
2024-06-15T00:00:00.000Z,84980
2024-06-16T00:00:00.000Z,81769
2024-06-17T00:00:00.000Z,108151
2024-06-18T00:00:00.000Z,123018
2024-06-19T00:00:00.000Z,113131
2024-06-20T00:00:00.000Z,122407
2024-06-21T00:00:00.000Z,119455
2024-06-22T00:00:00.000Z,72720
2024-06-23T00:00:00.000Z,84654
2024-06-24T00:00:00.000Z,103961
2024-06-25T00:00:00.000Z,118549
2024-06-26T00:00:00.000Z,114051
2024-06-27T00:00:00.000Z,113198
2024-06-28T00:00:00.000Z,121099
2024-06-29T00:00:00.000Z,86508
2024-06-30T00:00:00.000Z,89940
2024-07-01T00:00:00.000Z,116410
2024-07-02T00:00:00.000Z,113945
2024-07-03T00:00:00.000Z,102403
2024-07-04T00:00:00.000Z,117823
2024-07-05T00:00:00.000Z,117109
2024-07-06T00:00:00.000Z,85385
2024-07-07T00:00:00.000Z,79656
2024-07-08T00:00:00.000Z,103964
2024-07-09T00:00:00.000Z,103320
2024-07-10T00:00:00.000Z,118200
2024-07-11T00:00:00.000Z,103762
2024-07-12T00:00:00.000Z,125133
2024-07-13T00:00:00.000Z,91382
2024-07-14T00:00:00.000Z,80879
2024-07-15T00:00:00.000Z,119251
2024-07-16T00:00:00.000Z,112422
2024-07-17T00:00:00.000Z,114076
2024-07-18T00:00:00.000Z,116413
2024-07-19T00:00:00.000Z,109161
2024-07-20T00:00:00.000Z,74028
2024-07-21T00:00:00.000Z,87998
2024-07-22T00:00:00.000Z,100722
2024-07-23T00:00:00.000Z,120868
2024-07-24T00:00:00.000Z,102400
2024-07-25T00:00:00.000Z,106589
2024-07-26T00:00:00.000Z,115054
2024-07-27T00:00:00.000Z,83352
2024-07-28T00:00:00.000Z,91288
2024-07-29T00:00:00.000Z,111658
2024-07-30T00:00:00.000Z,117459
2024-07-31T00:00:00.000Z,114811
2024-08-01T00:00:00.000Z,124236
2024-08-02T00:00:00.000Z,120000
2024-08-03T00:00:00.000Z,83487
2024-08-04T00:00:00.000Z,71018
2024-08-05T00:00:00.000Z,125783
2024-08-06T00:00:00.000Z,108303
2024-08-07T00:00:00.000Z,105496
2024-08-08T00:00:00.000Z,117567
2024-08-09T00:00:00.000Z,124519
2024-08-10T00:00:00.000Z,89168
2024-08-11T00:00:00.000Z,81927
2024-08-12T00:00:00.000Z,107147
2024-08-13T00:00:00.000Z,125418
2024-08-14T00:00:00.000Z,107217
2024-08-15T00:00:00.000Z,115159
2024-08-16T00:00:00.000Z,121699
2024-08-17T00:00:00.000Z,86663
2024-08-18T00:00:00.000Z,78238
2024-08-19T00:00:00.000Z,113934
2024-08-20T00:00:00.000Z,110964
2024-08-21T00:00:00.000Z,109282
2024-08-22T00:00:00.000Z,118178
2024-08-23T00:00:00.000Z,120389
2024-08-24T00:00:00.000Z,92975
2024-08-25T00:00:00.000Z,84127
2024-08-26T00:00:00.000Z,130270
2024-08-27T00:00:00.000Z,111443
2024-08-28T00:00:00.000Z,126670
2024-08-29T00:00:00.000Z,112630
2024-08-30T00:00:00.000Z,126698
2024-08-31T00:00:00.000Z,86483
2024-09-01T00:00:00.000Z,75630
2024-09-02T00:00:00.000Z,126193
2024-09-03T00:00:00.000Z,116845
2024-09-04T00:00:00.000Z,122004
2024-09-05T00:00:00.000Z,118933
2024-09-06T00:00:00.000Z,123433
2024-09-07T00:00:00.000Z,72666
2024-09-08T00:00:00.000Z,84149
2024-09-09T00:00:00.000Z,111366
2024-09-10T00:00:00.000Z,118861
2024-09-11T00:00:00.000Z,115019
2024-09-12T00:00:00.000Z,108252
2024-09-13T00:00:00.000Z,115419
2024-09-14T00:00:00.000Z,82918
2024-09-15T00:00:00.000Z,92901
2024-09-16T00:00:00.000Z,105367
2024-09-17T00:00:00.000Z,114424
2024-09-18T00:00:00.000Z,125383
2024-09-19T00:00:00.000Z,117985
2024-09-20T00:00:00.000Z,108086
2024-09-21T00:00:00.000Z,83366
2024-09-22T00:00:00.000Z,82654
2024-09-23T00:00:00.000Z,110803
2024-09-24T00:00:00.000Z,119393
2024-09-25T00:00:00.000Z,127361
2024-09-26T00:00:00.000Z,124390
2024-09-27T00:00:00.000Z,121243
2024-09-28T00:00:00.000Z,90727
2024-09-29T00:00:00.000Z,82564
2024-09-30T00:00:00.000Z,121704
2024-10-01T00:00:00.000Z,122035
2024-10-02T00:00:00.000Z,117517
2024-10-03T00:00:00.000Z,122042
2024-10-04T00:00:00.000Z,120517
2024-10-05T00:00:00.000Z,85024
2024-10-06T00:00:00.000Z,84755
2024-10-07T00:00:00.000Z,123944
2024-10-08T00:00:00.000Z,122556
2024-10-09T00:00:00.000Z,108631
2024-10-10T00:00:00.000Z,123152
2024-10-11T00:00:00.000Z,120706
2024-10-12T00:00:00.000Z,80284
2024-10-13T00:00:00.000Z,89205
2024-10-14T00:00:00.000Z,135952
2024-10-15T00:00:00.000Z,116704
2024-10-16T00:00:00.000Z,113987
2024-10-17T00:00:00.000Z,124135
2024-10-18T00:00:00.000Z,114599
2024-10-19T00:00:00.000Z,92464
2024-10-20T00:00:00.000Z,82286
2024-10-21T00:00:00.000Z,113342
2024-10-22T00:00:00.000Z,114011
2024-10-23T00:00:00.000Z,114492
2024-10-24T00:00:00.000Z,123863
2024-10-25T00:00:00.000Z,122653
2024-10-26T00:00:00.000Z,87551
2024-10-27T00:00:00.000Z,87348
2024-10-28T00:00:00.000Z,126774
2024-10-29T00:00:00.000Z,114296
2024-10-30T00:00:00.000Z,111789
2024-10-31T00:00:00.000Z,116198
2024-11-01T00:00:00.000Z,119676
2024-11-02T00:00:00.000Z,92971
2024-11-03T00:00:00.000Z,89505
2024-11-04T00:00:00.000Z,125484
2024-11-05T00:00:00.000Z,136284
2024-11-06T00:00:00.000Z,117091
2024-11-07T00:00:00.000Z,125472
2024-11-08T00:00:00.000Z,132653
2024-11-09T00:00:00.000Z,94016
2024-11-10T00:00:00.000Z,90416
2024-11-11T00:00:00.000Z,115729
2024-11-12T00:00:00.000Z,118354
2024-11-13T00:00:00.000Z,114466
2024-11-14T00:00:00.000Z,136914
2024-11-15T00:00:00.000Z,109522
2024-11-16T00:00:00.000Z,84885
2024-11-17T00:00:00.000Z,88997
2024-11-18T00:00:00.000Z,120634
2024-11-19T00:00:00.000Z,114905
2024-11-20T00:00:00.000Z,106756
2024-11-21T00:00:00.000Z,112881
2024-11-22T00:00:00.000Z,112803
2024-11-23T00:00:00.000Z,81041
2024-11-24T00:00:00.000Z,90155
2024-11-25T00:00:00.000Z,124138
2024-11-26T00:00:00.000Z,115630
2024-11-27T00:00:00.000Z,110057
2024-11-28T00:00:00.000Z,113903
2024-11-29T00:00:00.000Z,115771
2024-11-30T00:00:00.000Z,95690
2024-12-01T00:00:00.000Z,92213
2024-12-02T00:00:00.000Z,133178
2024-12-03T00:00:00.000Z,130049
2024-12-04T00:00:00.000Z,134067
2024-12-05T00:00:00.000Z,123969
2024-12-06T00:00:00.000Z,122027
2024-12-07T00:00:00.000Z,88458
2024-12-08T00:00:00.000Z,89299
2024-12-09T00:00:00.000Z,125761
2024-12-10T00:00:00.000Z,112957
2024-12-11T00:00:00.000Z,120314
2024-12-12T00:00:00.000Z,129181
2024-12-13T00:00:00.000Z,131426
2024-12-14T00:00:00.000Z,75969
2024-12-15T00:00:00.000Z,87326
2024-12-16T00:00:00.000Z,124532
2024-12-17T00:00:00.000Z,121485
2024-12-18T00:00:00.000Z,136357
2024-12-19T00:00:00.000Z,123367
2024-12-20T00:00:00.000Z,126053
2024-12-21T00:00:00.000Z,99599
2024-12-22T00:00:00.000Z,87175
2024-12-23T00:00:00.000Z,127251
2024-12-24T00:00:00.000Z,114668
2024-12-25T00:00:00.000Z,115036
2024-12-26T00:00:00.000Z,112966
2024-12-27T00:00:00.000Z,123077
2024-12-28T00:00:00.000Z,88880
2024-12-29T00:00:00.000Z,81868
2024-12-30T00:00:00.000Z,120052
2024-12-31T00:00:00.000Z,117614
2025-01-01T00:00:00.000Z,124309
2025-01-02T00:00:00.000Z,129051
2025-01-03T00:00:00.000Z,115858
2025-01-04T00:00:00.000Z,87407
2025-01-05T00:00:00.000Z,79773
2025-01-06T00:00:00.000Z,116657
2025-01-07T00:00:00.000Z,114691
2025-01-08T00:00:00.000Z,125839
2025-01-09T00:00:00.000Z,133865
2025-01-10T00:00:00.000Z,115817
2025-01-11T00:00:00.000Z,83040
2025-01-12T00:00:00.000Z,79146
2025-01-13T00:00:00.000Z,126391
2025-01-14T00:00:00.000Z,124006
2025-01-15T00:00:00.000Z,117138
2025-01-16T00:00:00.000Z,119662
2025-01-17T00:00:00.000Z,107640
2025-01-18T00:00:00.000Z,80250
2025-01-19T00:00:00.000Z,83571
2025-01-20T00:00:00.000Z,128080
2025-01-21T00:00:00.000Z,114604
2025-01-22T00:00:00.000Z,118752
2025-01-23T00:00:00.000Z,123979
2025-01-24T00:00:00.000Z,117053
2025-01-25T00:00:00.000Z,86441
2025-01-26T00:00:00.000Z,76735
2025-01-27T00:00:00.000Z,137404
2025-01-28T00:00:00.000Z,122549
2025-01-29T00:00:00.000Z,135642
2025-01-30T00:00:00.000Z,132044
2025-01-31T00:00:00.000Z,114541
2025-02-01T00:00:00.000Z,84756
2025-02-02T00:00:00.000Z,92045
2025-02-03T00:00:00.000Z,137365
2025-02-04T00:00:00.000Z,125177
2025-02-05T00:00:00.000Z,127386
2025-02-06T00:00:00.000Z,117374
2025-02-07T00:00:00.000Z,124463
2025-02-08T00:00:00.000Z,96639
2025-02-09T00:00:00.000Z,93278
2025-02-10T00:00:00.000Z,114485
2025-02-11T00:00:00.000Z,119718
2025-02-12T00:00:00.000Z,121362
2025-02-13T00:00:00.000Z,131819
2025-02-14T00:00:00.000Z,126150
2025-02-15T00:00:00.000Z,95850
2025-02-16T00:00:00.000Z,92387
2025-02-17T00:00:00.000Z,128296
2025-02-18T00:00:00.000Z,119655
2025-02-19T00:00:00.000Z,142448
2025-02-20T00:00:00.000Z,135871
2025-02-21T00:00:00.000Z,116886
2025-02-22T00:00:00.000Z,94502
2025-02-23T00:00:00.000Z,94650
2025-02-24T00:00:00.000Z,113607
2025-02-25T00:00:00.000Z,114554
2025-02-26T00:00:00.000Z,131509
2025-02-27T00:00:00.000Z,117163
2025-02-28T00:00:00.000Z,119234
2025-03-01T00:00:00.000Z,81921
2025-03-02T00:00:00.000Z,92752
2025-03-03T00:00:00.000Z,116234
2025-03-04T00:00:00.000Z,113944
2025-03-05T00:00:00.000Z,129977
2025-03-06T00:00:00.000Z,116803
2025-03-07T00:00:00.000Z,120692
2025-03-08T00:00:00.000Z,90406
2025-03-09T00:00:00.000Z,89379
2025-03-10T00:00:00.000Z,117638
2025-03-11T00:00:00.000Z,114777
2025-03-12T00:00:00.000Z,118692
2025-03-13T00:00:00.000Z,118625
2025-03-14T00:00:00.000Z,122138
2025-03-15T00:00:00.000Z,95594
2025-03-16T00:00:00.000Z,83320
2025-03-17T00:00:00.000Z,117878
2025-03-18T00:00:00.000Z,124777
2025-03-19T00:00:00.000Z,114506
2025-03-20T00:00:00.000Z,131872
2025-03-21T00:00:00.000Z,131834
2025-03-22T00:00:00.000Z,86114
2025-03-23T00:00:00.000Z,99120
2025-03-24T00:00:00.000Z,135216
2025-03-25T00:00:00.000Z,140942
2025-03-26T00:00:00.000Z,123755
2025-03-27T00:00:00.000Z,111813
2025-03-28T00:00:00.000Z,122572
2025-03-29T00:00:00.000Z,96037
2025-03-30T00:00:00.000Z,87750
2025-03-31T00:00:00.000Z,119365
2025-04-01T00:00:00.000Z,135474
2025-04-02T00:00:00.000Z,136991
2025-04-03T00:00:00.000Z,114225
2025-04-04T00:00:00.000Z,121675
2025-04-05T00:00:00.000Z,93547
2025-04-06T00:00:00.000Z,84712
2025-04-07T00:00:00.000Z,119571
2025-04-08T00:00:00.000Z,137678
2025-04-09T00:00:00.000Z,128880
2025-04-10T00:00:00.000Z,117773
2025-04-11T00:00:00.000Z,116018
2025-04-12T00:00:00.000Z,91041
2025-04-13T00:00:00.000Z,82929
2025-04-14T00:00:00.000Z,131607
2025-04-15T00:00:00.000Z,129377
2025-04-16T00:00:00.000Z,120654
2025-04-17T00:00:00.000Z,135379
2025-04-18T00:00:00.000Z,141901
2025-04-19T00:00:00.000Z,88142
2025-04-20T00:00:00.000Z,85751
2025-04-21T00:00:00.000Z,127667
2025-04-22T00:00:00.000Z,136301
2025-04-23T00:00:00.000Z,132959
2025-04-24T00:00:00.000Z,135197
2025-04-25T00:00:00.000Z,140889
2025-04-26T00:00:00.000Z,97371
2025-04-27T00:00:00.000Z,87477
2025-04-28T00:00:00.000Z,132957
2025-04-29T00:00:00.000Z,128019
2025-04-30T00:00:00.000Z,135763
2025-05-01T00:00:00.000Z,122363
2025-05-02T00:00:00.000Z,120215
2025-05-03T00:00:00.000Z,102952
2025-05-04T00:00:00.000Z,88696
2025-05-05T00:00:00.000Z,120204
2025-05-06T00:00:00.000Z,137062
2025-05-07T00:00:00.000Z,119345
2025-05-08T00:00:00.000Z,134917
2025-05-09T00:00:00.000Z,146033
2025-05-10T00:00:00.000Z,87082
2025-05-11T00:00:00.000Z,91397
2025-05-12T00:00:00.000Z,121282
2025-05-13T00:00:00.000Z,135970
2025-05-14T00:00:00.000Z,120934
